,BFS_NUMMER,EINWOHNERZ,centroid
1150,1147,1470,3.9650191875113503 30.523857707725707
1151,4038,8637,3.9813467451875137 30.541731323951705
1152,5004,2741,4.02212468304262 30.49382605022273
1153,4076,2767,3.9274757546417374 30.568333505349578
1154,703,2329,3.9699308420731274 30.53306429510333
1155,2931,283,3.9826447864040135 30.559864083462713
1156,2852,1292,3.964719216871812 30.540296474900057
1157,4318,1310,3.9799554007930804 30.54689457795545
1158,3882,838,3.971592959470086 30.568662376102697
1159,5477,3620,3.9929351849118615 30.536300607102323
1160,2034,604,3.965586030613288 30.544097047627677
1161,2052,1067,3.9777983103927688 30.546783253338155
1162,694,373,3.9704106635268146 30.546613104304743
1163,4621,1237,3.959729259688248 30.546729390808594
1164,5435,699,3.9705698361327695 30.538667510374648
1165,4044,7104,3.965475633307819 30.55106191152941
1166,9296,-32768,3.958248117145379 30.556103958283558
1167,1510,4381,3.97715458264078 30.548791748828485
1168,4173,594,3.9586566169764486 30.540078007943713
1169,220,1111,3.97343379540917 30.54215253694922
1170,6718,382,3.995140593749322 30.543913250588755
1171,3707,41,3.976436953956334 30.541857294539287
1172,3023,4179,3.9758214498466833 30.54004478342089
1173,72,4172,3.972625465032999 30.544358356836838
1174,219,3472,3.9744188797012847 30.58444628374393
1175,4495,619,3.9976228047772007 30.610420797004064
1176,5561,3257,3.9808439690595487 30.546388766308816
1177,214,980,3.98205751801497 30.54347764563348
1178,161,12533,3.9595592413229577 30.564104085489078
1179,9040,5309,3.9840169744805918 30.539949755920198
1180,2937,10331,3.9698948957509494 30.53965047251171
1181,6785,752,3.938981290830026 30.446141154371222
1182,5014,586,3.972201500872579 30.516329438902012
1183,1129,733,3.9874162412721095 30.601712076784843
1184,2868,475,3.8999214949722005 30.54161300774705
1185,5785,444,3.964364535820064 30.54944715017502
1186,2464,1023,3.967133859248788 30.534192941701537
1187,302,982,3.9764815686901027 30.542213296377366
1188,1705,2018,3.979702742427237 30.566688563333116
1189,6705,465,3.9731655876712186 30.57464946773385
1190,3783,232,3.9684136502897847 30.549415288596137
1191,5675,3298,3.959313895239838 30.54126025149231
1192,6414,2445,3.961794319171294 30.55527193403946
1193,662,1228,3.9037209191295137 30.550732054723184
1194,866,1176,3.969967250467846 30.547565095144694
1195,5557,183,3.9343868642435957 30.577564463791962
1196,4110,1047,3.97193947138395 30.542586630506204
1197,2771,10917,3.84151063528126 30.550180110354912
1198,1,1959,3.9605091017526055 30.55458330611109
1199,959,532,3.866438514371663 30.534693023744722
1200,6722,262,3.9559955410350707 30.563923063316203
1201,2041,1596,3.987351496313354 30.552383266497873
1202,2962,455,3.9776917798608076 30.549148235722686
1203,6,1014,3.976222836881367 30.54478285080523
1204,494,770,3.994534451394397 30.552053950337747
1205,4746,5165,3.902199099791016 30.58673102813321
1206,5857,1082,3.9225549354847464 30.57587354266243
1207,337,3917,3.97808151616098 30.540504653101063
1208,2206,8095,4.011820730377462 30.538967026677746
1209,200,7626,3.976711241752922 30.558970188341934
1210,6789,353,3.9692594391553624 30.54137637127013
1211,131,18448,3.9673374554263416 30.535909714057926
1212,4591,2604,3.9749269546194217 30.502545042199095
1213,2425,621,3.9779862213832837 30.554673167728783
1214,301,4422,3.966518661903094 30.54075576653442
1215,3955,-32768,3.9709132872605237 30.45312428449379
1216,4068,2352,3.9488846734255283 30.563112462252455
1217,2834,1551,3.9810781209057744 30.544483198710545
1218,4024,2904,3.967621747718851 30.553614376421066
1219,5102,13,3.9678730479708006 30.55181288175378
1220,4846,411,3.964964271735097 30.537010369708973
1221,2140,1797,3.9629032111182085 30.546988900000844
1222,211,667,3.9795866301787988 30.546999215775873
1223,2148,2348,3.9843604285327263 30.537155841885713
1224,6730,2638,3.9834603977551395 30.54809786520911
1225,138,13035,3.964964887765317 30.543576112796867
1226,6724,495,3.954471583167358 30.53803095454935
1227,2500,6434,3.9764587142137806 30.54853030310558
1228,5498,2512,3.9554354600117394 30.54947895260305
1229,6101,782,3.9733335465167365 30.582939963873844
1230,5743,616,3.793304309913693 30.50788863079031
1231,6643,34477,3.973376894986529 30.547887142517503
1232,3339,6207,3.96420361953991 30.542070854851733
1233,5551,510,3.9765361193306594 30.532944915923775
1234,971,1396,3.9818914149677616 30.540811922908837
1235,356,12967,3.9648199850591794 30.5417206288247
1236,574,478,3.976925529859685 30.591391053358034
1237,5830,415,3.9726625300124847 30.534512728925733
1238,863,1040,3.959911912516866 30.51615906765852
1239,2516,2250,3.93408145085502 30.545430323942178
1240,227,7240,3.9826377763637413 30.551769328428815
1241,6132,1611,3.979758482918845 30.55423362811689
1242,941,2458,3.9667082680395285 30.545511161328463
1243,2276,1093,3.9688093162120577 30.555787194838448
1244,2775,9986,3.9663640639330415 30.54301856414804
1245,250,9630,3.984086921690542 30.53363787904014
1246,10,4927,3.9689614821621677 30.542257515408547
1247,2067,373,3.9603421203553477 30.54764055453234
1248,5012,127,3.9704170460982993 30.528503062925964
1249,5006,724,3.9242354011717424 30.52394913246493
1250,2614,2142,3.937413509574639 30.54548757535573
1251,3032,4082,3.988603273301098 30.54626946334594
1252,2615,890,3.861068226165294 33.880822919562306
1253,3,5287,3.95419004328273 30.558544095429923
1254,995,2270,3.961981736138662 30.546123886391317
1255,2476,3186,3.97363040646376 30.53942312071345
1256,4303,3791,3.9587127318127786 30.54685381775804
1257,3926,506,3.9723259708847047 30.544165213054505
1258,1063,6775,3.9864569154097045 30.554677879025355
1259,2761,10155,3.9377880212901606 30.545128971002864
1260,4561,2660,3.9987134575510765 30.556533559745876
1261,387,4848,3.945269524432699 30.78006028280597
1262,4049,4716,4.0046280417640965 30.51087958882757
1263,394,598,3.9785423410232017 30.52663739950332
1264,2301,1095,3.964127341587641 30.547550059716478
1265,5522,625,3.9703062200616803 30.546588859381306
1266,6299,278,3.97196260526871 30.56621302432391
1267,2883,760,3.968526854183566 30.56058810260617
1268,2051,1038,3.97392139809461 30.565562382603144
1269,2889,334,3.966018989536863 30.537551650506387
1270,42,894,3.9722093736083446 30.548643310062708
1271,575,408,3.9824394103352923 30.54883554708788
1272,877,466,3.9677599939765074 30.517602579940675
1273,134,907,3.9702589101654637 30.53945593462858
1274,5479,435,3.975391271816198 30.53632327167963
1275,44,675,3.9618250841215352 30.52036530248686
1276,196,-32768,3.960853074468237 30.487807522007017
1277,4142,814,3.9612034137143204 30.555385966697138
1278,683,154,3.987420006430708 30.54056713174531
1279,4010,7775,3.9943728172304755 30.541541383869532
1280,3216,7117,3.9475190090372063 30.471054506349155
1281,2855,477,3.9694368144373486 30.554872585800794
1282,94,2800,3.9788249345853446 30.530770380304673
1283,4161,2208,3.98892450497538 30.54283907598353
1284,4167,916,3.97082722821461 30.553409096596802
1285,1091,1271,3.966325659537207 30.46201930623097
1286,4286,1347,4.024347063935863 30.557297362605397
1287,2901,792,3.9704797583544797 30.54116041205934
1288,3295,-32768,2.963114164979122 30.918819011640466
1289,2404,2021,3.9725033998516133 30.54320006812076
1290,4776,1510,3.963035468648746 30.545027554863434
1291,4262,1056,3.9933933284515346 30.550742483295032
1292,3219,1033,3.974153879631128 30.540457061599163
1293,2303,966,3.9788635110171273 30.543372838530985
1294,1100,792,3.966178433426293 30.550047402192185
1295,442,203,3.9821473028136407 30.535953949973784
1296,4320,1137,3.9710641513588647 30.548697146256142
1297,2461,1051,3.9714081426670726 30.53478891934521
1298,723,3682,3.974045786906521 30.55393795749216
1299,5537,944,3.9565844487975688 30.55108185460889
1300,577,406,3.9673580379818043 30.548808007295666
1301,2763,9136,3.9626819962061695 30.544608464137298
1302,216,1490,3.967283373186372 30.539773330559523
1303,6745,152,3.967347105554288 30.542161894913363
1304,551,6180,3.957385217832563 30.55972128095052
1305,2781,709,3.9311695079303215 30.540384706735292
1306,2554,2302,4.048646058168132 30.477952605775005
1307,5523,2315,3.981912141229476 30.543081334535696
1308,1088,2055,3.977081870496026 30.67047462464261
1309,4251,796,3.9811807589241774 30.547059632168704
1310,4009,3785,3.955227673214016 30.54856227855239
1311,4096,598,3.976772247529904 30.5445000564497
1312,4259,757,3.9688951724641295 30.443172262407764
1313,3037,2054,3.9116342045623154 30.541439924489485
1314,1001,743,3.982912082064081 30.539005699694176
1315,3038,1741,3.9764527843028468 30.549229751048948
1316,23,579,3.9625873589988445 30.551163982836353
1317,2235,1051,3.971805912587003 30.548985055823767
1318,5856,699,3.9458490603123306 30.542578471675963
1319,711,265,3.914511722613103 30.463737006704363
1320,9239,-32768,3.9740117826614587 30.538213048598987
1321,2866,615,3.9724528281823797 30.582171293736682
1322,2769,11882,3.9624548956559655 30.55707518979235
1323,1051,5349,3.9702301023442437 30.539895834642046
1324,1374,911,3.971603280446263 30.5404504996696
1325,6629,2080,3.894587226423783 30.580722525638308
1326,2586,4979,3.9691748846443753 30.551911701815385
1327,2773,18810,3.969969507555971 30.543731951173996
1328,6615,1675,3.990827817659174 30.71043029367253
1329,4304,3822,3.975433649909239 30.5401703516317
1330,5724,19738,4.112215114946319 30.517208253032955
1331,2869,2488,3.9648854075275013 30.544014797152887
1332,754,986,3.9751872635407706 30.54500854856807
1333,592,589,3.9701263472837423 30.530918847445786
1334,2903,1372,3.9482357510353943 30.53869556324177
1335,409,2384,3.978138274749628 30.516902494827992
1336,413,2117,3.975246704944645 30.54213022834344
1337,2408,2044,3.929152393756637 30.57430717742485
1338,5654,457,3.971199175511487 30.531482872534422
1339,945,914,3.964817820041899 30.54097982365555
1340,5761,526,3.9724683592865393 30.534075366271626
1341,1099,2731,4.031666576845278 30.50695420406266
1342,91,2877,3.9649306576078693 30.540700964488362
1343,5514,1278,3.981439487326088 30.534088363710588
1344,5108,4530,3.971144257876061 30.554594449686324
1345,1122,974,3.9944546217087176 30.539564523935326
1346,623,2921,3.937385354646431 30.565291909821998
1347,3036,856,3.9938609027793612 30.56540200690595
1348,2213,623,4.001998656225671 30.53932872889325
1349,2401,3399,3.9609396194807003 30.565890898557814
1350,3668,2994,4.010875855786983 30.51178493421731
1351,2613,3666,3.9534573255566188 30.547062972748495
1352,3236,5777,3.980795188085656 30.54467461062805
1353,2856,2062,3.9741060257027123 30.54838322961769
1354,5884,3409,3.96550976342908 30.540582761469445
1355,687,215,3.966499592704481 30.49603437169462
1356,4183,1124,3.926286379849775 30.553734328357212
1357,2784,752,3.967475102198683 30.566052761956776
1358,925,790,3.986348679431707 30.532751567720176
1359,5891,852,3.9899091405256044 30.674236361122666
1360,3034,1725,3.9788564322690245 30.541989621898004
1361,5750,176,3.959443859256797 30.547620578750717
1362,391,828,3.971197313572842 30.54223147753661
1363,1131,-32768,3.972945314420898 30.550722442702924
1364,4641,2114,3.9728494224048467 30.5323709225465
1365,5490,263,-0.7169129242821104 12.921880553550741
1366,21,608,3.956517682690829 30.545605445080326
1367,9270,-32768,3.9607209238688834 30.53850442506468
1368,5474,422,3.9760346161652733 30.541978331540935
1369,3581,673,3.969496049000643 30.56926043016996
1370,5518,5508,3.957833181508734 30.545958820455056
1371,1064,1351,3.9585467974529776 30.543928736691562
1372,5064,1030,3.972714178829473 30.567786623443606
1373,4309,3263,3.989777071657957 30.54933172548412
1374,2790,291,3.9621876027085827 30.56139682806714
1375,3007,1778,3.972509239589556 30.546425476667125
1376,213,2030,3.972530167970115 30.551583948765447
1377,5919,552,3.8963787324803407 30.58718663309657
1378,247,17905,3.9651719671359102 30.529302973317247
1379,5803,442,3.9652851066510926 30.550761479557966
1380,4203,4342,3.976705433894809 30.5427870279443
1381,5017,2371,3.9780795465971424 30.538377369077462
1382,3232,4532,3.9656892411601072 30.550697891434453
1383,5929,525,3.7952016757451763 30.617637031452986
1384,5315,53,3.9596548604083375 30.445163323590535
1385,2882,637,3.979856345049169 30.54819997770571
1386,491,568,4.001084978251566 30.559306468662996
1387,5910,352,3.971423378201542 30.541647539621422
1388,30,2153,3.971065743906854 30.546012921392983
1389,7,2037,3.9707392987138452 30.57612010829547
1390,402,584,3.9577577700699926 30.538711904882252
1391,4851,1299,3.978918425958083 30.55611651030938
1392,5151,2571,3.9483917566979874 30.56376128281303
1393,6215,1749,3.972099658416121 30.552742771127228
1394,5,3651,3.9723700011862824 30.541661171507307
1395,12,999,3.9943557806208734 30.554869654594143
1396,69,15373,3.967211400390184 30.52097394545424
1397,393,823,3.9703649273344013 30.53860045245456
1398,2009,392,3.9552966852640083 30.52804213366303
1399,5081,80,3.8866254336182795 30.463020018279973
1400,5711,2779,3.8665832660110198 30.542545212347278
1401,6645,10999,3.933891863269619 30.53325202836796
1402,1085,2750,3.966439934999273 30.55143384569169
1403,5902,358,3.992025964874064 30.579568282297597
1404,4323,4139,3.972898164897876 30.538941573743088
1405,339,404,3.9730801571161485 30.535817127841504
1406,692,359,3.9713360991308657 30.542113563593823
1407,931,517,3.9700974604394723 30.54802655891538
1408,193,8192,3.968730712393352 30.537520652193656
1409,6706,429,3.9659813283765852 30.50961129718416
1410,4095,11104,4.010104094487811 30.562477907656056
1411,6153,-32768,3.969643188621697 30.513853128738152
1412,5763,585,3.973339143004803 30.550259176007184
1413,39,915,3.9238699439969005 30.542237620055914
1414,5413,1521,3.981677393920446 30.537065227239864
1415,381,1531,3.9665951652711304 30.540022556889415
1416,4207,2868,3.9733771214301865 30.54298377201814
1417,1323,7061,3.9503265848480464 30.548917478973383
1418,4139,5780,3.9856364145628107 30.56018255393524
1419,4311,1325,3.9752312104399308 30.546528971932258
1420,2068,760,3.9687311765130366 30.547309465122297
1421,544,3967,3.9312735784465453 30.233703257846233
1422,2601,16545,3.9743743421578706 30.545050558133013
1423,2478,1488,3.9677591329712905 30.542583009954956
1424,6411,240,3.9746399618426107 30.534652589100464
1425,2768,4926,4.064795601615591 30.713025876915044
1426,2532,3057,3.9672794257672046 30.551801208449742
1427,5799,1891,3.978758754203463 30.543020561767975
1428,4195,1328,3.9642819243200638 30.55805848865301
1429,4606,1163,3.971442389164046 30.53781943000536
1430,4166,1405,3.9788869139698133 30.544415327777315
1431,1067,2262,3.9822702142326887 30.56647436546789
1432,5005,8618,3.958427200647924 30.5150204137884
1433,5236,4670,3.9768205651762134 30.54750781711149
1434,1142,647,3.973324416565581 30.579312853131018
1435,4144,4162,3.9812196273392226 30.54036782217061
1436,5263,2600,3.979373762395557 30.53131223500437
1437,6783,294,3.8578044307571036 30.53149882160017
1438,385,967,3.971194013671633 30.548175139005785
1439,566,1106,3.9584831212661835 30.533820702753697
1440,34,1632,3.691610413305231 30.536573684199364
1441,3441,1912,3.9660570170129157 30.494267053901698
1442,2892,2402,3.9788857657657006 30.544681729792767
1443,5759,181,3.9739359691878064 30.540925136202524
1444,4724,4228,3.965701139185712 30.552463165161456
1445,6616,7819,3.976445130412138 30.54819341054585
1446,2171,802,3.9582051637086217 30.545042344634002
1447,5725,3987,4.011350838053938 30.53608148708911
1448,2472,955,3.9747623510479406 30.532441809803483
1449,5909,662,3.9701558738880527 30.55190897446375
1450,4072,2651,3.9779695646758952 30.552323535972864
1451,2173,774,3.987394758892301 30.53666889386129
1452,331,2514,3.866778314164574 30.614483611832032
1453,2499,1043,4.007150789264095 30.58304316104534
1454,6004,334,3.9664206641074338 30.547674375497873
1455,872,921,3.950928639719859 30.544100680116312
1456,5266,4540,3.9706378907047624 30.58624709542484
1457,4206,5063,3.974796139801958 30.551964353642663
1458,1084,1707,3.970410172157918 30.536218472483878
1459,157,4599,3.9736828974455887 30.541614390584794
1460,2573,4855,3.9992515206498864 30.542229311534157
1461,59,2024,3.9658123139209027 30.54554051463472
1462,1130,1088,3.9683231017273704 30.53915517988664
1463,88,3008,3.898711985287228 30.651292680085604
1464,2618,919,3.979501920196043 30.54333527231322
1465,4401,14128,3.9724134187264943 30.54025101051172
1466,4283,3604,3.9729559055336057 30.547438938477796
1467,4285,4656,3.8609219955049103 29.692455391972018
1468,6173,866,3.9759293034652305 30.525699972970248
1469,4416,1234,3.972332565753076 30.544424738950074
1470,3951,719,3.8657669198059823 29.733564356423994
1471,225,2562,3.9735550668292445 30.548548625236627
1472,363,16694,3.966143421935584 30.537104091401524
1473,2972,436,3.9550505117136816 30.472741577386532
1474,2785,1470,3.9782663182672593 30.546581914171572
1475,5118,7255,3.9868703673620876 30.537622924848787
1476,1103,9390,3.968074070054332 30.54372306282145
1477,6753,504,3.97668349362152 30.550850063859393
1478,2474,875,3.969322553528757 30.544024188512257
1479,2865,730,3.9725587664519075 30.55325134393374
1480,2333,1042,3.9560845406592553 30.44488737679175
1481,2886,2382,3.970652823549533 30.556491887082732
1482,6219,1906,3.9809560349244095 30.571495395836337
1483,2174,1859,3.9768925678753986 30.54411126664568
1484,415,1412,3.9431689118980784 30.524867587151498
1485,2217,690,3.9905433239939287 30.527230337653876
1486,5590,17624,3.9579153564265894 30.524081697956284
1487,86,5917,3.9631540436639128 30.550505516971846
1488,4023,2652,3.9679315689163737 30.544515252175703
1489,6172,33,3.9784235700031902 30.546239561348486
1490,629,319,4.004292971685485 30.532509070563957
1491,5635,12164,4.004744728313429 30.544114600949655
1492,4134,1208,3.999085927284133 30.54486956134085
1493,2964,3335,3.9784394193782258 30.540554974223376
1494,2915,964,3.971749916055867 30.528716481073676
1495,2576,2577,3.9657219178183474 30.555878396262663
1496,977,1050,3.968135094991067 30.552111038692498
1497,5077,762,3.9681243141189353 30.516825742305734
1498,83,6172,4.251928467481398 30.3325675791609
1499,5741,249,3.9672024587480945 30.56612231153683
1500,4229,1015,3.9894581642133304 30.52311983638509
1501,4147,1313,4.009603098180025 30.55189943028422
1502,6633,10281,3.846502853677906 30.560877517611846
1503,4281,1262,3.976289906471368 30.54531278734904
1504,5482,1014,3.9624714421556493 30.542012645057497
1505,2551,1440,3.937437876299939 30.29137400100457
1506,5529,532,3.9692073420836214 30.545456417781036
1507,5530,521,3.5984055399400967 30.33994932363773
1508,4306,417,3.985902661025156 30.53338159890759
1509,221,3066,3.976720143555291 30.557024115207714
1510,141,17631,3.9787943633191305 30.541891359161646
1511,5730,1425,3.9745291660336486 30.54561318200853
1512,324,673,3.99012540281526 30.56101336827316
1513,2473,6505,3.971149015975292 30.540945848918373
1514,2221,964,3.977925415924061 30.561026810715713
1515,2620,653,3.974661666074207 30.55215786289915
1516,4091,1556,3.9807712887916717 30.549232018436292
1517,5485,388,3.9747526361654737 30.54429132453094
1518,1025,865,3.973276551967533 30.539536159181967
1519,4122,1535,3.968869432261901 30.535026148862297
1520,1123,1579,3.9633079587386004 30.535203002066606
1521,746,1911,3.9654793391998 30.547842490316786
1522,5531,386,3.9726835837146504 30.54287517949064
1523,5926,736,3.9654816800134762 30.553179197225248
1524,6787,181,3.9950857756442772 30.546879834545017
1525,2402,1534,3.976646089516892 30.524771871592904
1526,4071,1959,4.00469976030284 30.546553749439987
1527,5854,371,3.967770272869048 30.54686712533772
1528,4029,4911,3.981340235774072 30.531845326014274
1529,2228,12137,3.933781974010983 30.677599785868235
1530,2049,253,3.9776657455519184 30.549720471213597
1531,5646,5451,3.9759849388316537 30.548288837211057
1532,98,730,3.965745161368934 30.529761714046806
1533,2111,1186,3.957940858314374 30.54435206343376
1534,928,6631,4.1377340095071045 30.540529890351845
1535,2828,5044,3.9507279011224097 30.543983895033616
1536,2517,6267,3.980117312010386 30.550882809789627
1537,3233,3894,3.9789378117366874 30.535658546102585
1538,22,833,3.9808750655061518 30.55827886454615
1539,5493,366,3.9828944982581196 30.557365497346186
1540,5219,789,3.9507175587646417 30.54562469516446
1541,5751,333,3.96397431154693 30.60128942476779
1542,4319,644,3.9579554807174824 30.029493563185195
1543,2189,1105,3.9623141579436423 30.54922713672417
1544,5480,941,3.9697805218686875 30.54708238770103
1545,927,681,3.9583293035910794 30.550402976938546
1546,4826,612,3.9723517972074065 30.547599702409375
1547,3021,1704,3.9910321272328084 30.573291057684376
1548,26,646,3.973679983261676 30.549238293664217
1549,497,528,3.9768302788826055 30.546422020149244
1550,2183,2239,3.966871525807256 30.55919227813685
1551,4235,1015,3.968723992620301 30.539203920309742
1552,708,40,3.974126361210397 30.54455010324208
1553,5250,8202,3.944160509495792 30.488414574382887
1554,2211,2504,3.9971193739808406 30.538140935774695
1555,251,4414,3.958887819612099 30.539044156034347
1556,6234,3093,3.985139111785797 30.5380285812061
1557,66,17173,3.973765767936008 30.5460375551411
1558,499,584,3.9728442198714617 30.54974083194422
1559,3252,1490,3.9726375068737982 30.550789742989636
1560,2405,1042,3.9781939498446555 30.549517140666516
1561,2025,1076,3.9758821196758865 30.49858210755354
1562,2938,760,3.9435519391004283 30.567396088654288
1563,5583,7571,4.001126175935193 30.537560216223113
1564,4231,1279,3.9755631307047103 30.571351431589985
1565,5562,110,3.9807598784688247 30.58372062106341
1566,4105,308,3.9683987886335177 30.546179731063038
1567,2541,196,3.9823520307600755 30.553623572232414
1568,160,5151,3.97001460847693 30.555266589434584
1569,2572,2774,3.973920734073278 30.548062144862516
1570,5748,236,3.971269149573707 30.54645690036885
1571,5921,228,4.063214909099231 30.654270834058448
1572,1082,2287,3.97026923906797 30.545874366055592
1573,5742,294,3.879894027492047 30.56279780444106
1574,5484,812,3.9779074686579547 30.54519222101435
1575,628,1616,3.9708771629249 30.586406007958068
1576,5503,1228,3.968879814926626 30.53851980506161
1577,4034,8603,3.9652811237725807 30.549157814896223
1578,4691,3177,3.97985313700179 30.548379189879736
1579,361,10097,3.9656623134883744 30.5429435788326
1580,4062,4553,5.600524530692286 29.821661688935787
1581,2479,1288,3.969516944468436 30.572495239959594
1582,3316,1592,3.970078531227292 30.55927647813299
1583,2116,948,3.973255932025037 30.544006245932447
1584,2200,1911,3.9629144427493133 30.508352083755796
1585,4237,1477,3.970907114269041 30.54528779294334
1586,6061,296,3.9714110957318214 30.496883662598115
1587,6704,468,3.998782362591361 30.600891114146062
1588,2792,1408,3.9721627388262353 30.493328761997034
1589,992,2201,3.962804682821166 30.544920980661647
1590,3111,-32768,3.9275563222840484 30.547591703138256
1591,5227,3071,3.963236281468166 30.550250890663833
1592,617,610,3.969727514329951 30.543170018086588
1593,6611,1519,3.9985147572251662 30.567498143691935
1594,2298,1162,3.97825111160414 30.54268755148792
1595,4074,2222,3.9651601846852818 30.545945585472023
1596,5260,2431,3.9764286414238765 30.53714146527823
1597,6461,4823,3.9756645006682376 30.53774602692719
1598,4003,7614,3.9735789976516873 30.554917084576807
1599,2491,316,3.9484569232480315 30.52127554312001
1600,5511,1024,3.9662736389821314 30.559799812504476
1601,5782,1111,3.9677228785273466 30.543743382541724
1602,2294,1528,3.9840609048716753 30.560594619922878
1603,5091,5429,3.958022678705701 30.54657894330367
1604,2547,1151,4.090413002357215 30.982709853348318
1605,241,1184,3.96803963405984 30.546579962566593
1606,6604,1450,3.9275535412123643 30.55888148078467
1607,987,470,3.9674140932969726 30.559625215331305
1608,2542,5165,3.9702515672252927 30.53579428842376
1609,63,1915,3.9670991853596815 30.546769504753367
1610,4120,1422,3.961431779498358 30.54008072817812
1611,2010,1373,3.9724311906568457 30.542082236557057
1612,4104,2284,4.003281634679451 30.553092324133466
1613,5665,233,3.9777273854807302 30.513407432485888
1614,5758,158,3.9735777315514342 30.593836994509555
1615,3003,510,3.9758962201197776 30.545780037232127
1616,5125,630,3.962225798433097 30.555755392797288
1617,6081,332,3.941153014976494 30.465904634218745
1618,9157,-32768,3.9663134138844436 30.534234195519723
1619,5200,307,4.068978062976306 30.545134949821495
1620,4179,881,3.9642655531778983 30.520318512770505
1621,5565,500,3.9744004784639904 30.533015533931497
1622,6773,124,3.9797595087768465 30.557752201408913
1623,345,1591,3.9872490396914726 30.53522282116405
1624,4273,798,3.9661729891175614 30.55369194765586
1625,6793,191,4.0413033143699995 30.624027572315683
1626,218,905,3.9590228990789864 30.54168316022634
1627,2853,929,3.9629906601336735 30.52444738761591
1628,541,430,3.971480881412417 30.574402880024337
1629,4027,5568,4.01317797977339 30.73470952668973
1630,5766,520,3.969320509131315 30.54290924934654
1631,5432,517,3.969297311635454 30.51912618683196
1632,4092,4369,3.9687725175880244 30.544637243859896
1633,2580,3054,3.955722098144645 30.546188598793066
1634,224,3651,3.978497149495864 30.556403082360298
1635,6605,2241,3.953593587694113 30.54630447950779
1636,11,2548,3.9695178414312275 30.546137161252208
1637,2216,141,3.97062886037151 30.559756987867793
1638,5533,805,3.971422565316986 30.55173575008073
1639,4031,1685,3.941265799246506 30.5487633937081
1640,1708,9427,3.9769510200859224 30.54864523867815
1641,2860,775,3.984002831821178 30.52747247446937
1642,884,2536,3.964381466537356 30.541270934511346
1643,6637,508,3.9550263858202155 30.53738073178837
1644,5636,2885,3.9236353919375864 30.53865907745238
1645,733,4230,3.959532702070395 30.54131214038649
1646,4123,7148,3.9682663722071307 30.5455610138278
1647,61,1015,3.97351181334202 30.534378078729997
1648,2186,1441,3.9693514908130356 30.544733079711474
1649,2933,-32768,3.980481009182454 30.652051741440896
1650,2072,318,3.958358244433905 30.503391274633962
1651,3035,674,3.9659512635003313 30.58760523455477
1652,4075,4407,3.9876070066852853 30.577239786277485
1653,4252,5571,3.967831974926536 30.546233433797564
1654,93,1826,3.965142518099922 30.573208848898926
1655,155,10537,3.912235845246943 30.523553738483407
1656,2772,2334,3.964177083841715 30.554213241319687
1657,2917,745,3.949081718931754 30.521944895118132
1658,5718,1906,3.965458002523344 30.548220080267303
1659,3836,166,3.9647512295735967 30.525290032199727
1660,4022,1541,3.6515861578107405 30.762431581108153
1661,6407,4689,3.962377887102197 30.534676127499814
1662,5624,8180,4.019808020647788 30.54737989047929
1663,5669,308,3.970232154137412 30.54698491196426
1664,2044,332,3.9652954306187413 30.568919179616618
1665,498,1309,3.9696018848003884 30.53459791229003
1666,5914,343,3.971504847675869 30.54334034268036
1667,1052,6161,3.947035738872376 30.50345068395697
1668,2063,684,3.9717199773447 30.54410928241703
1669,666,430,3.95745629613061 30.542002772088246
1670,5798,409,3.97173852275114 30.5425988104332
1671,4033,5150,3.969438083078924 30.549127524514446
1672,5717,3528,3.9829636760777167 30.5399687015991
1673,6635,651,3.9561860229978487 30.541618154645054
1674,4256,1020,3.976014916378431 30.54251406126359
1675,2279,604,3.9554298142662683 30.522235310561076
1676,4083,4376,3.971808792201328 30.58171652125892
1677,2502,410,3.9691827208007147 30.53964322598767
1678,5197,1435,3.9654956737142277 30.570163049491956
1679,500,427,3.9767293696158053 30.531042645154592
1680,5192,63668,3.960678328865668 30.580060679826325
1681,6243,2385,3.9771311174470636 30.533837487166064
1682,3213,9210,3.9761581813066873 30.555447932767514
1683,6628,30919,3.9698876067857976 30.55188962639827
1684,60,2663,3.9654671812858386 30.54921032870588
1685,6451,1605,3.9655180366090033 30.548885694499365
1686,5559,384,3.9658247015673482 30.54780857762965
1687,881,427,3.9804784601507333 30.544407780561457
1688,611,927,4.43789555932887 30.22207957088151
1689,5673,375,3.972787990260458 30.56093389451388
1690,4307,835,3.9736316294478993 30.54626729125721
1691,3582,563,3.9410776801669547 30.336438169965014
1692,4205,2632,3.9638037349569424 30.546012620741557
1693,4111,1487,3.9495350780431417 30.533743773042648
1694,323,702,3.9600789368070273 30.543365150814278
1695,5704,1720,3.970863058449833 30.544615101735037
1696,2005,733,4.0093490744892 30.64547009379973
1697,6140,-32768,3.9664066416651558 30.536287890230295
1698,2919,1327,3.9632353640629634 30.538151045417727
1699,921,791,3.972983073213267 30.537673099274677
1700,2863,893,3.975980393255277 30.537045885377434
1701,502,855,3.9731605423709677 30.558506950613342
1702,696,335,3.970312365297386 30.55435734396314
1703,2793,2242,3.9327023650334727 30.568143816092373
1704,3231,7278,4.210674009000671 30.85718134893163
1705,2825,4391,3.973357627001447 30.543006383325896
1706,2534,8772,3.9754115756240864 30.56783038357027
1707,3705,206,3.9737773579870415 30.546260525321305
1708,5582,4095,3.9768382222995715 30.548680480250788
1709,4240,2718,3.971526766024178 30.545865019439287
